"ID","OWNERID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","BMS_CODE_BMS_EMEA__C","CCV_CODE_BMS_EMEA__C","COUNTRY_BMS_EMEA__C","DESCRIPTION_BMS_EMEA__C","LANGUAGE_BMS_EMEA__C","SHORT_LABEL_BMS_EMEA__C","EXTERNAL_ID_BMS_EMEA__C"
"a3U58000000D95MEAS","005d0000002bfc8AAA","false","Capt","2016-08-24T14:36:40.000Z","005d0000002bfc8AAA","2016-08-24T14:36:40.000Z","005d0000002bfc8AAA","2016-08-24T14:36:40.000Z","true","false","Capt","","ZA","Capt","English- South Africa","Capt","ZA__EN-ZA__Capt"
"a3U58000000PgtvEAC","005d0000002bfc8AAA","false","Prof.","2016-09-29T16:03:07.000Z","005d0000002bfc8AAA","2016-09-29T16:03:07.000Z","005d0000002bfc8AAA","2016-09-29T16:03:07.000Z","true","false","Prof.","","IL","Prof.","English-Israel","Prof.","IL__EN-IL__Prof."
"a3U58000000PgtwEAC","005d0000002bfc8AAA","false","PHD","2016-09-29T16:03:07.000Z","005d0000002bfc8AAA","2016-09-29T16:03:07.000Z","005d0000002bfc8AAA","2016-09-29T16:03:07.000Z","true","false","PHD","","IL","PHD","English-Israel","PHD","IL__EN-IL__PHD"
"a3U58000000PgtxEAC","005d0000002bfc8AAA","false","Mrs","2016-09-29T16:03:07.000Z","005d0000002bfc8AAA","2016-09-29T16:03:07.000Z","005d0000002bfc8AAA","2016-09-29T16:03:07.000Z","true","false","Mrs","","IL","Mrs","English-Israel","Mrs","IL__EN-IL__Mrs"
"a3U58000000PgtyEAC","005d0000002bfc8AAA","false","Mr.","2016-09-29T16:03:07.000Z","005d0000002bfc8AAA","2016-09-29T16:03:07.000Z","005d0000002bfc8AAA","2016-09-29T16:03:07.000Z","true","false","Mr.","","IL","Mr.","English-Israel","Mr.","IL__EN-IL__Mr."
"a3U58000000PgtzEAC","005d0000002bfc8AAA","false","Magister","2016-09-29T16:03:07.000Z","005d0000002bfc8AAA","2016-09-29T16:03:07.000Z","005d0000002bfc8AAA","2016-09-29T16:03:07.000Z","true","false","Magister","","IL","Magister","English-Israel","Magister","IL__EN-IL__Magister"
"a3U58000000Pgu0EAC","005d0000002bfc8AAA","false","Dr.","2016-09-29T16:03:07.000Z","005d0000002bfc8AAA","2016-09-29T16:03:07.000Z","005d0000002bfc8AAA","2016-09-29T16:03:07.000Z","true","false","Dr.","","IL","Dr.","English-Israel","Dr.","IL__EN-IL__Dr."
"a3Ud00000008uf3EAA","005d0000002bfc8AAA","false","Drs. (NL)","2014-05-30T19:33:33.000Z","005d0000002bfc8AAA","2015-06-30T08:04:49.000Z","005d0000003L8ZQAA0","2016-09-30T01:29:21.000Z","true","false","TIT.WNL.01","","NL","drs.","Dutch - Netherlands","Drs.","NL__NL-NL__TIT.WNL.01"
"a3Ud00000008uf4EAA","005d0000002bfc8AAA","false","Dr. (NL)","2014-05-30T19:33:33.000Z","005d0000002bfc8AAA","2015-06-30T08:04:49.000Z","005d0000003L8ZQAA0","2016-11-22T16:44:32.000Z","true","false","TIT.WNL.03","","NL","dr.","Dutch - Netherlands","Dr.","NL__NL-NL__TIT.WNL.03"
"a3Ud00000008uf5EAA","005d0000002bfc8AAA","false","Prof. Dr. (NL)","2014-05-30T19:33:33.000Z","005d0000002bfc8AAA","2015-06-30T08:04:49.000Z","005d0000003L8ZQAA0","2015-06-30T08:04:49.000Z","true","false","TIT.WNL.05","","NL","prof. dr.","Dutch - Netherlands","Prof. Dr.","NL__NL-NL__TIT.WNL.05"
"a3Ud00000008uf6EAA","005d0000002bfc8AAA","false","Dhr. (NL)","2014-05-30T19:33:33.000Z","005d0000002bfc8AAA","2015-06-30T08:04:49.000Z","005d0000003L8ZQAA0","2015-06-30T08:04:49.000Z","true","false","TIT.WNL.07","","NL","dhr.","Dutch - Netherlands","Dhr.","NL__NL-NL__TIT.WNL.07"
"a3Ud00000008uf7EAA","005d0000002bfc8AAA","false","Mw. (NL)","2014-05-30T19:33:33.000Z","005d0000002bfc8AAA","2015-06-30T08:04:49.000Z","005d0000003L8ZQAA0","2015-06-30T08:04:49.000Z","true","false","TIT.WNL.08","","NL","mw.","Dutch - Netherlands","Mw.","NL__NL-NL__TIT.WNL.08"
"a3Ud00000008uf8EAA","005d0000002bfc8AAA","false","Ir. (NL)","2014-05-30T19:33:33.000Z","005d0000002bfc8AAA","2015-06-30T08:04:49.000Z","005d0000003L8ZQAA0","2015-06-30T08:04:49.000Z","true","false","TIT.WNL.09","","NL","ir.","Dutch - Netherlands","Ir.","NL__NL-NL__TIT.WNL.09"
"a3Ud00000008uf9EAA","005d0000002bfc8AAA","false","Dr. Ir. (NL)","2014-05-30T19:33:33.000Z","005d0000002bfc8AAA","2015-06-30T08:04:49.000Z","005d0000003L8ZQAA0","2015-06-30T08:04:49.000Z","true","false","TIT.WNL.11","","NL","dr. ir.","Dutch - Netherlands","Dr. Ir.","NL__NL-NL__TIT.WNL.11"
"a3Ud00000008ufAEAQ","005d0000002bfc8AAA","false","Mr. (NL)","2014-05-30T19:33:33.000Z","005d0000002bfc8AAA","2015-06-30T08:04:49.000Z","005d0000003L8ZQAA0","2015-06-30T08:04:49.000Z","true","false","TIT.WNL.13","","NL","mr.","Dutch - Netherlands","Mr.","NL__NL-NL__TIT.WNL.13"
"a3Ud00000008ufBEAQ","005d0000002bfc8AAA","false","Mr. Dr. (NL)","2014-05-30T19:33:33.000Z","005d0000002bfc8AAA","2015-06-30T08:04:49.000Z","005d0000003L8ZQAA0","2015-06-30T08:04:49.000Z","true","false","TIT.WNL.15","","NL","mr. dr.","Dutch - Netherlands","Mr. Dr.","NL__NL-NL__TIT.WNL.15"
"a3Ud00000008ufCEAQ","005d0000002bfc8AAA","false","Prof. (NL)","2014-05-30T19:33:33.000Z","005d0000002bfc8AAA","2015-06-30T08:04:49.000Z","005d0000003L8ZQAA0","2015-06-30T08:04:49.000Z","true","false","TIT.WNL.17","","NL","prof.","Dutch - Netherlands","Prof.","NL__NL-NL__TIT.WNL.17"
"a3Ud00000008ufDEAQ","005d0000002bfc8AAA","false","Prof. Dr. Ir. (NL)","2014-05-30T19:33:33.000Z","005d0000002bfc8AAA","2015-06-30T08:04:49.000Z","005d0000003L8ZQAA0","2015-06-30T08:04:49.000Z","true","false","TIT.WNL.19","","NL","prof. dr. ir.","Dutch - Netherlands","Prof. Dr. Ir.","NL__NL-NL__TIT.WNL.19"
"a3Ud00000008ufEEAQ","005d0000002bfc8AAA","false","Unknown title (NL)","2014-05-30T19:33:33.000Z","005d0000002bfc8AAA","2015-06-30T08:04:49.000Z","005d0000003L8ZQAA0","2015-06-30T08:04:49.000Z","true","false","TIT.WNL.20","","NL","onbekende titel","Dutch - Netherlands","Unknown title","NL__NL-NL__TIT.WNL.20"
"a3Ud00000009GMvEAM","005d0000002bfc8AAA","false","Dr. med. Dr. sc. med. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.K4","","DE","Dr. med. Dr. sc. med. (DE)","German - Germany","Dr. med. Dr. sc. med. (DE)","DE__DE-DE__TIT.WDE.K4"
"a3Ud00000009GMwEAM","005d0000002bfc8AAA","false","Prof. Dr. med. vet. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.J5","","DE","Prof. Dr. med. vet. (DE)","German - Germany","Prof. Dr. med. vet. (DE)","DE__DE-DE__TIT.WDE.J5"
"a3Ud00000009GMxEAM","005d0000002bfc8AAA","false","Priv. Doz. Dr. sc. med. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.I4","","DE","Priv. Doz. Dr. sc. med. (DE)","German - Germany","Priv. Doz. Dr. sc. med. (DE)","DE__DE-DE__TIT.WDE.I4"
"a3Ud00000009GMyEAM","005d0000002bfc8AAA","false","Priv. Doz. Dr. Dr. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.H4","","DE","Priv. Doz. Dr. Dr. (DE)","German - Germany","Priv. Doz. Dr. Dr. (DE)","DE__DE-DE__TIT.WDE.H4"
"a3Ud00000009GMzEAM","005d0000002bfc8AAA","false","Prof. Dr. med. dent. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.J3","","DE","Prof. Dr. med. dent. (DE)","German - Germany","Prof. Dr. med. dent. (DE)","DE__DE-DE__TIT.WDE.J3"
"a3Ud00000009GN0EAM","005d0000002bfc8AAA","false","Prof. Dr. Dr. med. dent. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.J1","","DE","Prof. Dr. Dr. med. dent. (DE)","German - Germany","Prof. Dr. Dr. med. dent. (DE)","DE__DE-DE__TIT.WDE.J1"
"a3Ud00000009GN1EAM","005d0000002bfc8AAA","false","Prof. Dr. Dr. med. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-10-21T17:41:45.000Z","true","false","TIT.WDE.J0","","DE","Prof. Dr. Dr. med. (DE)","German - Germany","Prof. Dr. Dr. med. (DE)","DE__DE-DE__TIT.WDE.J0"
"a3Ud00000009GN2EAM","005d0000002bfc8AAA","false","Dozent (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.H1","","DE","Dozent (DE)","German - Germany","Dozent (DE)","DE__DE-DE__TIT.WDE.H1"
"a3Ud00000009GN3EAM","005d0000002bfc8AAA","false","Mag. pharm. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.F9","","DE","Mag. pharm. (DE)","German - Germany","Mag. pharm. (DE)","DE__DE-DE__TIT.WDE.F9"
"a3Ud00000009GN4EAM","005d0000002bfc8AAA","false","Dr. troph. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.E4","","DE","Dr. troph. (DE)","German - Germany","Dr. troph. (DE)","DE__DE-DE__TIT.WDE.E4"
"a3Ud00000009GN5EAM","005d0000002bfc8AAA","false","Dr. sc. agr. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.D9","","DE","Dr. sc. agr. (DE)","German - Germany","Dr. sc. agr. (DE)","DE__DE-DE__TIT.WDE.D9"
"a3Ud00000009GN6EAM","005d0000002bfc8AAA","false","Dipl.rer.soc. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.D3","","DE","Dipl.rer.soc. (DE)","German - Germany","Dipl.rer.soc. (DE)","DE__DE-DE__TIT.WDE.D3"
"a3Ud00000009GN7EAM","005d0000002bfc8AAA","false","Dr. med. Dr. jur. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.D0","","DE","Dr. med. Dr. jur. (DE)","German - Germany","Dr. med. Dr. jur. (DE)","DE__DE-DE__TIT.WDE.D0"
"a3Ud00000009GN8EAM","005d0000002bfc8AAA","false","Dr. med. dent. Dr. med. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.C9","","DE","Dr. med. dent. Dr. med. (DE)","German - Germany","Dr. med. dent. Dr. med. (DE)","DE__DE-DE__TIT.WDE.C9"
"a3Ud00000009GN9EAM","005d0000002bfc8AAA","false","Dipl. Sr. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.B3","","DE","Dipl. Sr. (DE)","German - Germany","Dipl. Sr. (DE)","DE__DE-DE__TIT.WDE.B3"
"a3Ud00000009GNAEA2","005d0000002bfc8AAA","false","Priv. Doz. Dr. sc. nat. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.15","","DE","Priv. Doz. Dr. sc. nat. (DE)","German - Germany","Priv. Doz. Dr. sc. nat. (DE)","DE__DE-DE__TIT.WDE.15"
"a3Ud00000009GNBEA2","005d0000002bfc8AAA","false","Prof. Dr. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.12","","DE","Prof. Dr. (DE)","German - Germany","Prof. Dr. (DE)","DE__DE-DE__TIT.WDE.12"
"a3Ud00000009GNCEA2","005d0000002bfc8AAA","false","Priv. Doz. Dr. Dr. med. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.H5","","DE","Priv. Doz. Dr. Dr. med. (DE)","German - Germany","Priv. Doz. Dr. Dr. med. (DE)","DE__DE-DE__TIT.WDE.H5"
"a3Ud00000009GNDEA2","005d0000002bfc8AAA","false","Ing. Mag. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.E6","","DE","Ing. Mag. (DE)","German - Germany","Ing. Mag. (DE)","DE__DE-DE__TIT.WDE.E6"
"a3Ud00000009GNEEA2","005d0000002bfc8AAA","false","Dr. rer. soc. oec. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.D8","","DE","Dr. rer. soc. oec. (DE)","German - Germany","Dr. rer. soc. oec. (DE)","DE__DE-DE__TIT.WDE.D8"
"a3Ud00000009GNFEA2","005d0000002bfc8AAA","false","Dipl.-Math. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.C1","","DE","Dipl.-Math. (DE)","German - Germany","Dipl.-Math. (DE)","DE__DE-DE__TIT.WDE.C1"
"a3Ud00000009GNGEA2","005d0000002bfc8AAA","false","Dipl.-Jur. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.B9","","DE","Dipl.-Jur. (DE)","German - Germany","Dipl.-Jur. (DE)","DE__DE-DE__TIT.WDE.B9"
"a3Ud00000009GNHEA2","005d0000002bfc8AAA","false","Dipl.-Betrw. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.B2","","DE","Dipl.-Betrw. (DE)","German - Germany","Dipl.-Betrw. (DE)","DE__DE-DE__TIT.WDE.B2"
"a3Ud00000009GNIEA2","005d0000002bfc8AAA","false","Dipl. Chem. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.A7","","DE","Dipl. Chem. (DE)","German - Germany","Dipl. Chem. (DE)","DE__DE-DE__TIT.WDE.A7"
"a3Ud00000009GNJEA2","005d0000002bfc8AAA","false","cand. med. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.A3","","DE","cand. med. (DE)","German - Germany","cand. med. (DE)","DE__DE-DE__TIT.WDE.A3"
"a3Ud00000009GNKEA2","005d0000002bfc8AAA","false","Prof. Dr. med. Dr. h. c. mult. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.28","","DE","Prof. Dr. med. Dr. h. c. mult. (DE)","German - Germany","Prof. Dr. med. Dr. h. c. mult. (DE)","DE__DE-DE__TIT.WDE.28"
"a3Ud00000009GNLEA2","005d0000002bfc8AAA","false","Dr. med. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2017-02-10T02:58:58.000Z","true","false","TIT.WDE.03","","DE","Dr. med. (DE)","German - Germany","Dr. med. (DE)","DE__DE-DE__TIT.WDE.03"
"a3Ud00000009GNMEA2","005d0000002bfc8AAA","false","Dipl. Vw. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.B5","","DE","Dipl. Vw. (DE)","German - Germany","Dipl. Vw. (DE)","DE__DE-DE__TIT.WDE.B5"
"a3Ud00000009GNNEA2","005d0000002bfc8AAA","false","Dipl. Oec. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.A9","","DE","Dipl. Oec. (DE)","German - Germany","Dipl. Oec. (DE)","DE__DE-DE__TIT.WDE.A9"
"a3Ud00000009GNOEA2","005d0000002bfc8AAA","false","Dipl. Biol. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.A6","","DE","Dipl. Biol. (DE)","German - Germany","Dipl. Biol. (DE)","DE__DE-DE__TIT.WDE.A6"
"a3Ud00000009GNPEA2","005d0000002bfc8AAA","false","Dozent Dr. med. habil. (DE)","2014-08-29T08:48:34.000Z","005d0000002bfc8AAA","2016-09-29T16:05:13.000Z","005d0000003L8ZLAA0","2016-09-29T16:05:14.000Z","true","false","TIT.WDE.29","","DE","Dozent Dr. med. habil. (DE)","German - Germany","Dozent Dr. med. habil. (DE)","DE__DE-DE__TIT.WDE.29"
