"ID","FIELD","PARENTID","PERMISSIONSEDIT","PERMISSIONSREAD","SOBJECTTYPE","STATUS"
"01k3E0000090Ii7QAE","Address_vod__c.DEA_License_Address_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IiCQAU","Address_vod__c.License_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IiHQAU","Address_vod__c.License_Expiration_Date_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090Ii8QAE","Address_vod__c.License_Status_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IiMQAU","Address_vod__c.License_Valid_To_Sample_vod__c","0PS3E0000000FluWAE","FALSE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IhyQAE","Address_vod__c.Include_in_Territory_Assignment_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IiRQAU","Address_vod__c.Mobile_ID_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IfyQAE","Address_vod__c.Inactive_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IiSQAU","Address_vod__c.Lock_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IhGQAU","Address_vod__c.Country_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IhHQAU","Address_vod__c.Brick_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IiIQAU","Address_vod__c.ASSMCA_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IiWQAU","Address_vod__c.DEA_Address_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IgrQAE","Address_vod__c.DEA_Schedule_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IiJQAU","Address_vod__c.DEA_Status_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IibQAE","Address_vod__c.Entity_Reference_Id_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IigQAE","Address_vod__c.Controlling_Address_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IilQAE","Address_vod__c.Controlled_Address_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IgCQAU","Address_vod__c.No_Address_Copy_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IhzQAE","Address_vod__c.Office_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IiqQAE","Address_vod__c.Allow_Luncheon_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IiDQAU","Address_vod__c.Flagged_for_Delete_On_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IivQAE","Address_vod__c.Sample_Send_Status_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IgvQAE","Address_vod__c.ADDRESS_LINE_3_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IhZQAU","Address_vod__c.Address_Source_Country_BMS_CORE__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090Ij0QAE","Address_vod__c.Address_Status_BMS_CORE__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IgWQAU","Address_vod__c.Address_Type_BMS_CORE__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090Ij5QAE","Address_vod__c.Contact_Name_BMS_CA__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IgwQAE","Address_vod__c.Contact_Title_BMS_CA__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IfnQAE","Address_vod__c.Form_Expiration_Date_BMS_SHARED__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IjAQAU","Address_vod__c.Form_Flag_BMS_SHARED__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IheQAE","Address_vod__c.Sample_Authorization_Cert_BMS_SHARED__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IjFQAU","Address_vod__c.Sample_Ineligible_BMS_SHARED__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IjGQAU","Address_vod__c.Sample_Status_Reason_BMS_SHARED__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IicQAE","Address_vod__c.Are_25_of_your_patients_adults_BMS_US__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IjfQAE","Address_vod__c.Do_you_accept_samples_BMS_US__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090Ig2QAE","Address_vod__c.Do_you_have_infusion_capabil_BMS_US__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IjkQAE","Address_vod__c.CDS_Expiration_Date_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090Ii3QAE","Address_vod__c.CDS_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IjpQAE","Address_vod__c.License_Expiration_Date_BMS_SHARED__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IjgQAE","Address_vod__c.Eligibility_Questions_Updated_Date_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IjuQAE","Address_vod__c.Mini_Brick_BMS_EMEA__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090Ih0QAE","Address_vod__c.Customer_Master_Status_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IjzQAE","Address_vod__c.Network_Sample_Eligibility_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IhaQAE","Address_vod__c.Network_ASSMCA_Entity_ID_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090Ik4QAE","Address_vod__c.Network_CDS_Entity_ID_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090Ik9QAE","Address_vod__c.Network_DEA_Entity_ID_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IhUQAU","Address_vod__c.Network_License_Entity_ID_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IkEQAU","Address_vod__c.Address_Visit_Pressure_BMS_EMEA__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IjvQAE","Address_vod__c.Master_Align_Id_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Address_vod__c","Item Created"
"01k3E0000090IhPQAU","Title_BMS_EMEA__c.BMS_Code_BMS_EMEA__c","0PS3E0000000FluWAE","FALSE","TRUE","Title_BMS_EMEA__c","Item Created"
"01k3E0000090IkJQAU","Title_BMS_EMEA__c.CCV_Code_BMS_EMEA__c","0PS3E0000000FluWAE","FALSE","TRUE","Title_BMS_EMEA__c","Item Created"
"01k3E0000090IkOQAU","Title_BMS_EMEA__c.Country_BMS_EMEA__c","0PS3E0000000FluWAE","FALSE","TRUE","Title_BMS_EMEA__c","Item Created"
"01k3E0000090IiEQAU","Title_BMS_EMEA__c.Description_BMS_EMEA__c","0PS3E0000000FluWAE","FALSE","TRUE","Title_BMS_EMEA__c","Item Created"
"01k3E0000090IkPQAU","Title_BMS_EMEA__c.Language_BMS_EMEA__c","0PS3E0000000FluWAE","FALSE","TRUE","Title_BMS_EMEA__c","Item Created"
"01k3E0000090Ij6QAE","Title_BMS_EMEA__c.Short_Label_BMS_EMEA__c","0PS3E0000000FluWAE","FALSE","TRUE","Title_BMS_EMEA__c","Item Created"
"01k3E0000090IkTQAU","Title_BMS_EMEA__c.External_ID_BMS_EMEA__c","0PS3E0000000FluWAE","FALSE","TRUE","Title_BMS_EMEA__c","Item Created"
"01k3E0000090IkYQAU","Account.Top_Organization_Account_BMS_EMEA__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IkdQAE","EM_Attendee_vod__c.Employer_Consent_Status_HCPTS__c","0PS3E0000000FluWAE","TRUE","TRUE","EM_Attendee_vod__c","Item Created"
"01k3E0000090Ig7QAE","EM_Budget_vod__c.SC_Needs_HCPTS__c","0PS3E0000000FluWAE","FALSE","TRUE","EM_Budget_vod__c","Item Created"
"01k3E0000090IhQQAU","EM_Event_Speaker_vod__c.Employer_Consent_Status_HCPTS__c","0PS3E0000000FluWAE","TRUE","TRUE","EM_Event_Speaker_vod__c","Item Created"
"01k3E0000090IkUQAU","Account.Main_Institution_BMS_EMEA__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IkiQAE","Account.Main_Institution_OneKey_ID_BMS_EMEA__c","0PS3E0000000FluWAE","FALSE","TRUE","Account","Item Created"
"01k3E0000090IknQAE","Account.Role_BMS_EMEA__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IksQAE","Account.Role_formula_BMS_EMEA__c","0PS3E0000000FluWAE","FALSE","TRUE","Account","Item Created"
"01k3E0000090IidQAE","Account.TestToPullNewField__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IkVQAU","Account.Clinic_Hospital_Name_BMS_EMEA__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IhVQAU","Account.MOH_Consent_End_Date_BMS_EMEA_TR__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IkFQAU","Account.MOH_Consent_Start_Date_BMS_EMEA_TR__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IkxQAE","Account.MOH_Consent_BMS_EMEA_TR_formula__c","0PS3E0000000FluWAE","FALSE","TRUE","Account","Item Created"
"01k3E0000090Il2QAE","Account.BP_ID__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090Il7QAE","Account.Interaction_Frequency_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IkyQAE","Account.Interaction_Class_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlCQAU","Account.YTD_Activity_BMS__c","0PS3E0000000FluWAE","FALSE","TRUE","Account","Item Created"
"01k3E0000090Il3QAE","Account.Avg_Calls_Mo_BMS__c","0PS3E0000000FluWAE","FALSE","TRUE","Account","Item Created"
"01k3E0000090IlHQAU","Account.License_State_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IjlQAE","Account.Local_Influence_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlMQAU","Account.Regional_Influence_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlRQAU","Account.National_Influence_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlWQAU","Account.Yervoy_Target_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IkWQAU","Account.Ixempra_Target_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlbQAE","Account.Overall_Sphere_of_Influence_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IktQAE","Account.Credentials_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlgQAE","Account.Preferred_Name_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IllQAE","Account.Beds__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlqQAE","Account.PDRP_Opt_Out_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlcQAE","Account.PDRP_Opt_Out_Date_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlvQAE","Account.Middle_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IldQAE","Account.Group_Specialty_1_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlDQAU","Account.Sprycel_Target_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090Ik5QAE","Account.Specialty_1_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090Il4QAE","Account.Specialty_2_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IgDQAU","Account.Suffix_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090Ih1QAE","Account.Erbitux_Target_BMS__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlNQAU","Account.Gender_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090Im0QAE","Account.Group_Specialty_2_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090Im5QAE","Account.Practice_at_Hospital_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImAQAU","Account.Practice_Near_Hospital_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IgEQAU","Account.Total_MDs_DOs__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImFQAU","Account.AHA__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImBQAU","Account.NPI_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090Il5QAE","Account.ME__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImKQAU","Account.Speaker__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImPQAU","Account.Investigator_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IfsQAE","Account.Tax_Status__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IfoQAE","Account.Model__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImUQAU","Account.Offerings__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090Im6QAE","Account.Departments__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImZQAU","Account.Account_Type__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IjwQAE","Account.Net_Income_Loss_000__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImLQAU","Account.Total_Revenue_000__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImeQAE","Account.Commercial_Patient_Days_1000__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImfQAE","Account.PMPM_Income_Loss_000__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImgQAE","Account.Commercial_Premiums_PMPM__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImjQAE","Account.Medical_Loss_Ratio__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImMQAU","Account.Medicaid__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImoQAE","Account.Medical_Expenses_PMPM__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlXQAU","Account.HMO_Market_Shr__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImaQAE","Account.HMO__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImtQAE","Account.PPO__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImyQAE","Account.HMO_POS__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090In3QAE","Account.PPO_POS__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090ImzQAE","Account.Medicare__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090In8QAE","Account.Contracts_Process__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090InDQAU","Account.Regional_Strategy__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090InIQAU","Account.Business_Description__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlrQAE","Account.Total_Lives__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090Ik0QAE","Account.Total_Physicians_Enrolled__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090InNQAU","Account.Target__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlYQAU","Account.KOL_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090Il6QAE","Account.Total_Pharmacists__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IkQQAU","Account.External_ID_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090InSQAU","Account.Territory_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090Im7QAE","Account.Formatted_Name_vod__c","0PS3E0000000FluWAE","FALSE","TRUE","Account","Item Created"
"01k3E0000090IiXQAU","Account.Territory_Test_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090Ik6QAE","Account.Exclude_from_Zip_to_Terr_Processing_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IfpQAE","Account.Mobile_ID_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlOQAU","Account.ID_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090InXQAU","Account.Do_Not_Sync_Sales_Data_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IjxQAE","Account.ID2_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IncQAE","Account.Sample_Default_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090In9QAE","Account.Segmentations_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090InhQAE","Account.Restricted_Products_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IkRQAU","Account.Payer_Id_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090InmQAE","Account.Do_Not_Call_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IhWQAU","Account.Spend_Amount__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090InnQAE","Account.Spend_Status_Value_vod__c","0PS3E0000000FluWAE","FALSE","TRUE","Account","Item Created"
"01k3E0000090InrQAE","Account.Spend_Status_vod__c","0PS3E0000000FluWAE","FALSE","TRUE","Account","Item Created"
"01k3E0000090IimQAE","Account.Enable_Restricted_Products_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090InwQAE","Account.Call_Reminder_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IgFQAU","Account.Account_Group_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IlmQAE","Account.Primary_Parent_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090Ig8QAE","Account.No_Orders_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090Io1QAE","Account.Order_Type_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IieQAE","Account.Color_vod__c","0PS3E0000000FluWAE","FALSE","TRUE","Account","Item Created"
"01k3E0000090Io6QAE","Account.Account_Search_FirstLast_vod__c","0PS3E0000000FluWAE","FALSE","TRUE","Account","Item Created"
"01k3E0000090IoBQAU","Account.Account_Search_LastFirst_vod__c","0PS3E0000000FluWAE","FALSE","TRUE","Account","Item Created"
"01k3E0000090IirQAE","Account.Do_Not_Create_Child_Account_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090In4QAE","Account.Default_Order_Type_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
"01k3E0000090IoGQAU","Account.Account_Search_Business_vod__c","0PS3E0000000FluWAE","FALSE","TRUE","Account","Item Created"
"01k3E0000090IoLQAU","Account.Business_Professional_Person_vod__c","0PS3E0000000FluWAE","TRUE","TRUE","Account","Item Created"
